ResponseId,image_id,varLabel,value
R_5qx8tlRJveX2xFS,496805251562463_1.jpg,Disorder,5
R_5qx8tlRJveX2xFS,4020668161316334_1.jpg,Neighborhood Wealth,4
R_5qx8tlRJveX2xFS,4020668161316334_1.jpg,Safety - Daytime Walking,7
R_5qx8tlRJveX2xFS,4020668161316334_1.jpg,Safety - Nighttime Walking,4
R_5qx8tlRJveX2xFS,4020668161316334_1.jpg,Disorder,3
R_5qx8tlRJveX2xFS,466084694485363_1.jpg,Neighborhood Wealth,6
R_5qx8tlRJveX2xFS,466084694485363_1.jpg,Safety - Daytime Walking,9
R_5qx8tlRJveX2xFS,466084694485363_1.jpg,Safety - Nighttime Walking,5
R_5qx8tlRJveX2xFS,466084694485363_1.jpg,Disorder,2
R_5EaxGSPBCOi9qWL,4048804368538788_1.jpg,Neighborhood Wealth,3
R_5EaxGSPBCOi9qWL,4048804368538788_1.jpg,Safety - Daytime Walking,8
R_5EaxGSPBCOi9qWL,4048804368538788_1.jpg,Safety - Nighttime Walking,6
R_5EaxGSPBCOi9qWL,4048804368538788_1.jpg,Disorder,7
R_5EaxGSPBCOi9qWL,323493025836900_1.jpg,Neighborhood Wealth,3
R_5EaxGSPBCOi9qWL,323493025836900_1.jpg,Safety - Daytime Walking,7
R_5EaxGSPBCOi9qWL,323493025836900_1.jpg,Safety - Nighttime Walking,5
R_5EaxGSPBCOi9qWL,323493025836900_1.jpg,Disorder,6
R_5EaxGSPBCOi9qWL,708133306583556_2.jpg,Neighborhood Wealth,6
R_5EaxGSPBCOi9qWL,708133306583556_2.jpg,Safety - Daytime Walking,8
R_5EaxGSPBCOi9qWL,708133306583556_2.jpg,Safety - Nighttime Walking,7
R_5EaxGSPBCOi9qWL,708133306583556_2.jpg,Disorder,7
R_5EaxGSPBCOi9qWL,517218452927725_1.jpg,Neighborhood Wealth,6
R_5EaxGSPBCOi9qWL,517218452927725_1.jpg,Safety - Daytime Walking,8
R_5EaxGSPBCOi9qWL,517218452927725_1.jpg,Safety - Nighttime Walking,7
R_5EaxGSPBCOi9qWL,517218452927725_1.jpg,Disorder,7
R_25iLYlP3jhBQwdb,310226403908323_2.jpg,Neighborhood Wealth,4
R_25iLYlP3jhBQwdb,310226403908323_2.jpg,Safety - Daytime Walking,5
R_25iLYlP3jhBQwdb,310226403908323_2.jpg,Safety - Nighttime Walking,3
R_25iLYlP3jhBQwdb,310226403908323_2.jpg,Disorder,5
R_25iLYlP3jhBQwdb,521993808945567_2.jpg,Neighborhood Wealth,2
R_25iLYlP3jhBQwdb,521993808945567_2.jpg,Safety - Daytime Walking,3
R_25iLYlP3jhBQwdb,521993808945567_2.jpg,Safety - Nighttime Walking,1
R_25iLYlP3jhBQwdb,521993808945567_2.jpg,Disorder,8
R_37Dy3OM2N1pDvCb,786054698763765_2.jpg,Neighborhood Wealth,4
R_37Dy3OM2N1pDvCb,786054698763765_2.jpg,Safety - Daytime Walking,7
R_37Dy3OM2N1pDvCb,786054698763765_2.jpg,Safety - Nighttime Walking,4
R_37Dy3OM2N1pDvCb,786054698763765_2.jpg,Disorder,4
R_37Dy3OM2N1pDvCb,688199785734434_1.jpg,Neighborhood Wealth,6
R_37Dy3OM2N1pDvCb,688199785734434_1.jpg,Safety - Daytime Walking,10
R_37Dy3OM2N1pDvCb,688199785734434_1.jpg,Safety - Nighttime Walking,7
R_37Dy3OM2N1pDvCb,688199785734434_1.jpg,Disorder,3
R_37Dy3OM2N1pDvCb,810563866511745_1.jpg,Neighborhood Wealth,2
R_37Dy3OM2N1pDvCb,810563866511745_1.jpg,Safety - Daytime Walking,10
R_37Dy3OM2N1pDvCb,810563866511745_1.jpg,Safety - Nighttime Walking,3
R_37Dy3OM2N1pDvCb,810563866511745_1.jpg,Disorder,1
R_37Dy3OM2N1pDvCb,310226403908323_2.jpg,Neighborhood Wealth,6
R_37Dy3OM2N1pDvCb,310226403908323_2.jpg,Safety - Daytime Walking,7
R_37Dy3OM2N1pDvCb,310226403908323_2.jpg,Safety - Nighttime Walking,5
R_37Dy3OM2N1pDvCb,310226403908323_2.jpg,Disorder,4
R_37Dy3OM2N1pDvCb,311628017200672_1.jpg,Neighborhood Wealth,3
R_37Dy3OM2N1pDvCb,311628017200672_1.jpg,Safety - Daytime Walking,6
R_37Dy3OM2N1pDvCb,311628017200672_1.jpg,Safety - Nighttime Walking,3
R_37Dy3OM2N1pDvCb,311628017200672_1.jpg,Disorder,8
R_2PgLI1ore6CPOcV,323493025836900_1.jpg,Neighborhood Wealth,7
R_2PgLI1ore6CPOcV,323493025836900_1.jpg,Safety - Daytime Walking,7
R_2PgLI1ore6CPOcV,323493025836900_1.jpg,Safety - Nighttime Walking,7
R_2PgLI1ore6CPOcV,323493025836900_1.jpg,Disorder,3
R_2PgLI1ore6CPOcV,212839311453591_2.jpg,Neighborhood Wealth,5
R_2PgLI1ore6CPOcV,212839311453591_2.jpg,Safety - Daytime Walking,7
R_2PgLI1ore6CPOcV,212839311453591_2.jpg,Safety - Nighttime Walking,5
R_2PgLI1ore6CPOcV,212839311453591_2.jpg,Disorder,4
R_2PgLI1ore6CPOcV,851794438743856_1.jpg,Neighborhood Wealth,6
R_2PgLI1ore6CPOcV,851794438743856_1.jpg,Safety - Daytime Walking,8
R_2PgLI1ore6CPOcV,851794438743856_1.jpg,Safety - Nighttime Walking,7
R_2PgLI1ore6CPOcV,851794438743856_1.jpg,Disorder,4
R_1PP16o0n4rC2un7,380703326657018_2.jpg,Neighborhood Wealth,3
R_1PP16o0n4rC2un7,380703326657018_2.jpg,Safety - Daytime Walking,6
R_1PP16o0n4rC2un7,380703326657018_2.jpg,Safety - Nighttime Walking,4
R_1PP16o0n4rC2un7,380703326657018_2.jpg,Disorder,4
R_1PP16o0n4rC2un7,862246634368655_1.jpg,Neighborhood Wealth,6
R_1PP16o0n4rC2un7,862246634368655_1.jpg,Safety - Daytime Walking,7
R_1PP16o0n4rC2un7,862246634368655_1.jpg,Safety - Nighttime Walking,6
R_1PP16o0n4rC2un7,862246634368655_1.jpg,Disorder,3
R_1PP16o0n4rC2un7,549371986057593_2.jpg,Neighborhood Wealth,5
R_1PP16o0n4rC2un7,549371986057593_2.jpg,Safety - Daytime Walking,7
R_1PP16o0n4rC2un7,549371986057593_2.jpg,Safety - Nighttime Walking,4
R_1PP16o0n4rC2un7,549371986057593_2.jpg,Disorder,4
R_1PP16o0n4rC2un7,485403605876515_1.jpg,Neighborhood Wealth,7
R_1PP16o0n4rC2un7,485403605876515_1.jpg,Safety - Daytime Walking,8
R_1PP16o0n4rC2un7,485403605876515_1.jpg,Safety - Nighttime Walking,7
R_1PP16o0n4rC2un7,485403605876515_1.jpg,Disorder,2
R_1PP16o0n4rC2un7,3435709263423547_1.jpg,Neighborhood Wealth,7
R_1PP16o0n4rC2un7,3435709263423547_1.jpg,Safety - Daytime Walking,8
R_1PP16o0n4rC2un7,3435709263423547_1.jpg,Safety - Nighttime Walking,6
R_1PP16o0n4rC2un7,3435709263423547_1.jpg,Disorder,3
R_1CZboHxs8gNC0X9,693342968893004_2.jpg,Neighborhood Wealth,4
R_1CZboHxs8gNC0X9,693342968893004_2.jpg,Safety - Daytime Walking,5
R_1CZboHxs8gNC0X9,693342968893004_2.jpg,Safety - Nighttime Walking,1
R_1CZboHxs8gNC0X9,693342968893004_2.jpg,Disorder,2
R_1CZboHxs8gNC0X9,737475547859706_2.jpg,Neighborhood Wealth,5
R_1CZboHxs8gNC0X9,737475547859706_2.jpg,Safety - Daytime Walking,6
R_1CZboHxs8gNC0X9,737475547859706_2.jpg,Safety - Nighttime Walking,2
R_1CZboHxs8gNC0X9,737475547859706_2.jpg,Disorder,1
R_1CZboHxs8gNC0X9,3999113590137929_1.jpg,Neighborhood Wealth,6
R_1CZboHxs8gNC0X9,3999113590137929_1.jpg,Safety - Daytime Walking,7
R_1CZboHxs8gNC0X9,3999113590137929_1.jpg,Safety - Nighttime Walking,3
R_1CZboHxs8gNC0X9,3999113590137929_1.jpg,Disorder,1
R_1CZboHxs8gNC0X9,508183423757905_1.jpg,Neighborhood Wealth,6
R_1CZboHxs8gNC0X9,508183423757905_1.jpg,Safety - Daytime Walking,6
R_1CZboHxs8gNC0X9,508183423757905_1.jpg,Safety - Nighttime Walking,2
R_1CZboHxs8gNC0X9,508183423757905_1.jpg,Disorder,1
R_1CZboHxs8gNC0X9,836167393966965_1.jpg,Neighborhood Wealth,8
R_1CZboHxs8gNC0X9,836167393966965_1.jpg,Safety - Daytime Walking,9
R_1CZboHxs8gNC0X9,836167393966965_1.jpg,Safety - Nighttime Walking,4
R_1CZboHxs8gNC0X9,836167393966965_1.jpg,Disorder,1
R_7qotlwVI0fc4yGd,232906088849720_1.jpg,Neighborhood Wealth,4
R_7qotlwVI0fc4yGd,232906088849720_1.jpg,Safety - Daytime Walking,8
R_7qotlwVI0fc4yGd,232906088849720_1.jpg,Safety - Nighttime Walking,7
R_7qotlwVI0fc4yGd,232906088849720_1.jpg,Disorder,4
R_7qotlwVI0fc4yGd,474601590513292_2.jpg,Neighborhood Wealth,3
R_7qotlwVI0fc4yGd,474601590513292_2.jpg,Safety - Daytime Walking,8
R_7qotlwVI0fc4yGd,474601590513292_2.jpg,Safety - Nighttime Walking,8
R_7qotlwVI0fc4yGd,474601590513292_2.jpg,Disorder,7
R_7qotlwVI0fc4yGd,693342968893004_2.jpg,Neighborhood Wealth,2
R_7qotlwVI0fc4yGd,693342968893004_2.jpg,Safety - Daytime Walking,7
R_7qotlwVI0fc4yGd,693342968893004_2.jpg,Safety - Nighttime Walking,4
R_7qotlwVI0fc4yGd,693342968893004_2.jpg,Disorder,2
R_7qotlwVI0fc4yGd,549371986057593_2.jpg,Neighborhood Wealth,3
R_7qotlwVI0fc4yGd,549371986057593_2.jpg,Safety - Daytime Walking,7
R_7qotlwVI0fc4yGd,549371986057593_2.jpg,Safety - Nighttime Walking,6
R_7qotlwVI0fc4yGd,549371986057593_2.jpg,Disorder,5
R_7qotlwVI0fc4yGd,765756400752691_2.jpg,Neighborhood Wealth,6
R_7qotlwVI0fc4yGd,765756400752691_2.jpg,Safety - Daytime Walking,9
R_7qotlwVI0fc4yGd,765756400752691_2.jpg,Safety - Nighttime Walking,8
R_7qotlwVI0fc4yGd,765756400752691_2.jpg,Disorder,2
R_7Ck6fGN4vgpIG6U,775926136423208_1.jpg,Neighborhood Wealth,5
R_7Ck6fGN4vgpIG6U,775926136423208_1.jpg,Safety - Daytime Walking,8
R_7Ck6fGN4vgpIG6U,775926136423208_1.jpg,Safety - Nighttime Walking,5
R_7Ck6fGN4vgpIG6U,775926136423208_1.jpg,Disorder,2
R_7Ck6fGN4vgpIG6U,632733937682417_1.jpg,Neighborhood Wealth,3
R_7Ck6fGN4vgpIG6U,632733937682417_1.jpg,Safety - Daytime Walking,9
R_7Ck6fGN4vgpIG6U,632733937682417_1.jpg,Safety - Nighttime Walking,3
R_7Ck6fGN4vgpIG6U,632733937682417_1.jpg,Disorder,4
R_7Ck6fGN4vgpIG6U,519549283396849_2.jpg,Neighborhood Wealth,9
R_7Ck6fGN4vgpIG6U,519549283396849_2.jpg,Safety - Daytime Walking,7
R_7Ck6fGN4vgpIG6U,519549283396849_2.jpg,Safety - Nighttime Walking,4
R_7Ck6fGN4vgpIG6U,519549283396849_2.jpg,Disorder,6
R_7Ck6fGN4vgpIG6U,939649950130983_2.jpg,Neighborhood Wealth,4
R_7Ck6fGN4vgpIG6U,939649950130983_2.jpg,Safety - Daytime Walking,7
R_7Ck6fGN4vgpIG6U,939649950130983_2.jpg,Safety - Nighttime Walking,2
R_7Ck6fGN4vgpIG6U,939649950130983_2.jpg,Disorder,3
R_5S3CJUfefrVKg7f,3995830787196460_2.jpg,Neighborhood Wealth,6
R_5S3CJUfefrVKg7f,3995830787196460_2.jpg,Safety - Daytime Walking,10
R_5S3CJUfefrVKg7f,3995830787196460_2.jpg,Safety - Nighttime Walking,10
R_5S3CJUfefrVKg7f,3995830787196460_2.jpg,Disorder,1
R_5S3CJUfefrVKg7f,500006468115132_2.jpg,Neighborhood Wealth,7
R_5S3CJUfefrVKg7f,500006468115132_2.jpg,Safety - Daytime Walking,10
R_5S3CJUfefrVKg7f,500006468115132_2.jpg,Safety - Nighttime Walking,10
R_5S3CJUfefrVKg7f,500006468115132_2.jpg,Disorder,1
R_5S3CJUfefrVKg7f,380703326657018_2.jpg,Neighborhood Wealth,5
R_5S3CJUfefrVKg7f,380703326657018_2.jpg,Safety - Daytime Walking,10
R_5S3CJUfefrVKg7f,380703326657018_2.jpg,Safety - Nighttime Walking,10
R_5S3CJUfefrVKg7f,380703326657018_2.jpg,Disorder,1
R_5S3CJUfefrVKg7f,476300306935457_1.jpg,Neighborhood Wealth,6
R_5S3CJUfefrVKg7f,476300306935457_1.jpg,Safety - Daytime Walking,10
R_5S3CJUfefrVKg7f,476300306935457_1.jpg,Safety - Nighttime Walking,10
R_5S3CJUfefrVKg7f,476300306935457_1.jpg,Disorder,1
R_4lohE3CmBVRdtIM,380703326657018_2.jpg,Neighborhood Wealth,5
R_4lohE3CmBVRdtIM,380703326657018_2.jpg,Safety - Daytime Walking,8
R_4lohE3CmBVRdtIM,380703326657018_2.jpg,Safety - Nighttime Walking,3
R_4lohE3CmBVRdtIM,380703326657018_2.jpg,Disorder,6
R_4lohE3CmBVRdtIM,520212555677123_1.jpg,Neighborhood Wealth,4
R_4lohE3CmBVRdtIM,520212555677123_1.jpg,Safety - Daytime Walking,6
R_4lohE3CmBVRdtIM,520212555677123_1.jpg,Safety - Nighttime Walking,2
R_4lohE3CmBVRdtIM,520212555677123_1.jpg,Disorder,3
R_4lohE3CmBVRdtIM,270372938767555_2.jpg,Neighborhood Wealth,6
R_4lohE3CmBVRdtIM,270372938767555_2.jpg,Safety - Daytime Walking,7
R_4lohE3CmBVRdtIM,270372938767555_2.jpg,Safety - Nighttime Walking,4
R_4lohE3CmBVRdtIM,270372938767555_2.jpg,Disorder,6
R_4lohE3CmBVRdtIM,2247898918737981_1.jpg,Neighborhood Wealth,7
R_4lohE3CmBVRdtIM,2247898918737981_1.jpg,Safety - Daytime Walking,8
R_4lohE3CmBVRdtIM,2247898918737981_1.jpg,Safety - Nighttime Walking,7
R_4lohE3CmBVRdtIM,2247898918737981_1.jpg,Disorder,7
R_4lohE3CmBVRdtIM,688199785734434_1.jpg,Neighborhood Wealth,9
R_4lohE3CmBVRdtIM,688199785734434_1.jpg,Safety - Daytime Walking,9
R_4lohE3CmBVRdtIM,688199785734434_1.jpg,Safety - Nighttime Walking,9
R_4lohE3CmBVRdtIM,688199785734434_1.jpg,Disorder,8
R_2c7cAgQhZh0Iezo,865913590933774_2.jpg,Neighborhood Wealth,5
R_2c7cAgQhZh0Iezo,865913590933774_2.jpg,Safety - Daytime Walking,9
R_2c7cAgQhZh0Iezo,865913590933774_2.jpg,Safety - Nighttime Walking,6
R_2c7cAgQhZh0Iezo,865913590933774_2.jpg,Disorder,3
R_2c7cAgQhZh0Iezo,476300306935457_1.jpg,Neighborhood Wealth,4
R_2c7cAgQhZh0Iezo,476300306935457_1.jpg,Safety - Daytime Walking,7
R_2c7cAgQhZh0Iezo,476300306935457_1.jpg,Safety - Nighttime Walking,5
R_2c7cAgQhZh0Iezo,476300306935457_1.jpg,Disorder,1
R_2c7cAgQhZh0Iezo,570046564194463_1.jpg,Neighborhood Wealth,6
R_2c7cAgQhZh0Iezo,570046564194463_1.jpg,Safety - Daytime Walking,8
R_2c7cAgQhZh0Iezo,570046564194463_1.jpg,Safety - Nighttime Walking,5
R_2c7cAgQhZh0Iezo,570046564194463_1.jpg,Disorder,4
R_86gA87Jhj0lyjRS,573075401599185_2.jpg,Neighborhood Wealth,5
R_86gA87Jhj0lyjRS,573075401599185_2.jpg,Safety - Daytime Walking,8
R_86gA87Jhj0lyjRS,573075401599185_2.jpg,Safety - Nighttime Walking,7
R_86gA87Jhj0lyjRS,573075401599185_2.jpg,Disorder,1
R_86gA87Jhj0lyjRS,530330291711761_2.jpg,Neighborhood Wealth,8
R_86gA87Jhj0lyjRS,530330291711761_2.jpg,Safety - Daytime Walking,8
R_86gA87Jhj0lyjRS,530330291711761_2.jpg,Safety - Nighttime Walking,8
R_86gA87Jhj0lyjRS,530330291711761_2.jpg,Disorder,1
R_86gA87Jhj0lyjRS,494272545137554_2.jpg,Neighborhood Wealth,3
R_86gA87Jhj0lyjRS,494272545137554_2.jpg,Safety - Daytime Walking,5
R_86gA87Jhj0lyjRS,494272545137554_2.jpg,Safety - Nighttime Walking,3
R_86gA87Jhj0lyjRS,494272545137554_2.jpg,Disorder,6
R_86gA87Jhj0lyjRS,810563866511745_1.jpg,Neighborhood Wealth,5
R_86gA87Jhj0lyjRS,810563866511745_1.jpg,Safety - Daytime Walking,7
R_86gA87Jhj0lyjRS,810563866511745_1.jpg,Safety - Nighttime Walking,7
R_86gA87Jhj0lyjRS,810563866511745_1.jpg,Disorder,3
R_86gA87Jhj0lyjRS,292352412531005_2.jpg,Neighborhood Wealth,4
R_86gA87Jhj0lyjRS,292352412531005_2.jpg,Safety - Daytime Walking,5
R_86gA87Jhj0lyjRS,292352412531005_2.jpg,Safety - Nighttime Walking,5
R_86gA87Jhj0lyjRS,292352412531005_2.jpg,Disorder,2
R_1y1QFmjGiaweNyh,854299488982057_1.jpg,Neighborhood Wealth,4
R_1y1QFmjGiaweNyh,854299488982057_1.jpg,Safety - Daytime Walking,8
R_1y1QFmjGiaweNyh,854299488982057_1.jpg,Safety - Nighttime Walking,5
R_1y1QFmjGiaweNyh,854299488982057_1.jpg,Disorder,4
R_1y1QFmjGiaweNyh,876313143612569_1.jpg,Neighborhood Wealth,4
R_1y1QFmjGiaweNyh,876313143612569_1.jpg,Safety - Daytime Walking,7
R_1y1QFmjGiaweNyh,876313143612569_1.jpg,Safety - Nighttime Walking,5
R_1y1QFmjGiaweNyh,876313143612569_1.jpg,Disorder,5
R_13UZpPN8TAw9v8W,742050583143171_2.jpg,Neighborhood Wealth,4
R_13UZpPN8TAw9v8W,742050583143171_2.jpg,Safety - Daytime Walking,6
R_13UZpPN8TAw9v8W,742050583143171_2.jpg,Safety - Nighttime Walking,5
R_13UZpPN8TAw9v8W,742050583143171_2.jpg,Disorder,7
R_13UZpPN8TAw9v8W,312809550292736_1.jpg,Neighborhood Wealth,5
R_13UZpPN8TAw9v8W,312809550292736_1.jpg,Safety - Daytime Walking,6
R_13UZpPN8TAw9v8W,312809550292736_1.jpg,Safety - Nighttime Walking,6
R_13UZpPN8TAw9v8W,312809550292736_1.jpg,Disorder,6
R_13UZpPN8TAw9v8W,212839311453591_2.jpg,Neighborhood Wealth,2
R_13UZpPN8TAw9v8W,212839311453591_2.jpg,Safety - Daytime Walking,2
R_13UZpPN8TAw9v8W,212839311453591_2.jpg,Safety - Nighttime Walking,2
R_13UZpPN8TAw9v8W,212839311453591_2.jpg,Disorder,9
R_13UZpPN8TAw9v8W,312809550292736_2.jpg,Neighborhood Wealth,5
R_13UZpPN8TAw9v8W,312809550292736_2.jpg,Safety - Daytime Walking,5
R_13UZpPN8TAw9v8W,312809550292736_2.jpg,Safety - Nighttime Walking,5
R_13UZpPN8TAw9v8W,312809550292736_2.jpg,Disorder,6
R_7I9wW9v9CEyU7OU,494272545137554_2.jpg,Neighborhood Wealth,2
R_7I9wW9v9CEyU7OU,494272545137554_2.jpg,Safety - Daytime Walking,7
R_7I9wW9v9CEyU7OU,494272545137554_2.jpg,Safety - Nighttime Walking,6
R_7I9wW9v9CEyU7OU,494272545137554_2.jpg,Disorder,5
R_7I9wW9v9CEyU7OU,458031269030589_2.jpg,Neighborhood Wealth,4
R_7I9wW9v9CEyU7OU,458031269030589_2.jpg,Safety - Daytime Walking,7
R_7I9wW9v9CEyU7OU,458031269030589_2.jpg,Safety - Nighttime Walking,6
R_7I9wW9v9CEyU7OU,458031269030589_2.jpg,Disorder,3
R_5jIN5vfhuLpZ2cg,476300306935457_1.jpg,Neighborhood Wealth,4
R_5jIN5vfhuLpZ2cg,476300306935457_1.jpg,Safety - Daytime Walking,8
R_5jIN5vfhuLpZ2cg,476300306935457_1.jpg,Safety - Nighttime Walking,4
R_5jIN5vfhuLpZ2cg,476300306935457_1.jpg,Disorder,6
R_5jIN5vfhuLpZ2cg,693342968893004_2.jpg,Neighborhood Wealth,4
R_5jIN5vfhuLpZ2cg,693342968893004_2.jpg,Safety - Daytime Walking,8
R_5jIN5vfhuLpZ2cg,693342968893004_2.jpg,Safety - Nighttime Walking,4
R_5jIN5vfhuLpZ2cg,693342968893004_2.jpg,Disorder,4
R_5jIN5vfhuLpZ2cg,382419676474073_2.jpg,Neighborhood Wealth,4
R_5jIN5vfhuLpZ2cg,382419676474073_2.jpg,Safety - Daytime Walking,6
R_5jIN5vfhuLpZ2cg,382419676474073_2.jpg,Safety - Nighttime Walking,3
R_5jIN5vfhuLpZ2cg,382419676474073_2.jpg,Disorder,6
R_5gbccr4FDOCiTYN,810563866511745_1.jpg,Neighborhood Wealth,7
R_5gbccr4FDOCiTYN,810563866511745_1.jpg,Safety - Daytime Walking,8
R_5gbccr4FDOCiTYN,810563866511745_1.jpg,Safety - Nighttime Walking,5
R_5gbccr4FDOCiTYN,810563866511745_1.jpg,Disorder,4
R_5gbccr4FDOCiTYN,4048804368538788_1.jpg,Neighborhood Wealth,7
R_5gbccr4FDOCiTYN,4048804368538788_1.jpg,Safety - Daytime Walking,7
R_5gbccr4FDOCiTYN,4048804368538788_1.jpg,Safety - Nighttime Walking,5
R_5gbccr4FDOCiTYN,4048804368538788_1.jpg,Disorder,3
R_5gbccr4FDOCiTYN,939649950130983_2.jpg,Neighborhood Wealth,6
R_5gbccr4FDOCiTYN,939649950130983_2.jpg,Safety - Daytime Walking,6
R_5gbccr4FDOCiTYN,939649950130983_2.jpg,Safety - Nighttime Walking,3
R_5gbccr4FDOCiTYN,939649950130983_2.jpg,Disorder,5
R_5gbccr4FDOCiTYN,936041450583946_2.jpg,Neighborhood Wealth,6
R_5gbccr4FDOCiTYN,936041450583946_2.jpg,Safety - Daytime Walking,7
R_5gbccr4FDOCiTYN,936041450583946_2.jpg,Safety - Nighttime Walking,5
R_5gbccr4FDOCiTYN,936041450583946_2.jpg,Disorder,3
R_45GDRMzI9pimPQe,767367131168573_2.jpg,Neighborhood Wealth,3
R_45GDRMzI9pimPQe,767367131168573_2.jpg,Safety - Daytime Walking,4
R_45GDRMzI9pimPQe,767367131168573_2.jpg,Safety - Nighttime Walking,1
R_45GDRMzI9pimPQe,767367131168573_2.jpg,Disorder,6
R_45GDRMzI9pimPQe,3435709263423547_1.jpg,Neighborhood Wealth,7
R_45GDRMzI9pimPQe,3435709263423547_1.jpg,Safety - Daytime Walking,8
R_45GDRMzI9pimPQe,3435709263423547_1.jpg,Safety - Nighttime Walking,6
R_45GDRMzI9pimPQe,3435709263423547_1.jpg,Disorder,3
R_45GDRMzI9pimPQe,258599526725707_2.jpg,Neighborhood Wealth,1
R_45GDRMzI9pimPQe,258599526725707_2.jpg,Safety - Daytime Walking,2
R_45GDRMzI9pimPQe,258599526725707_2.jpg,Safety - Nighttime Walking,1
R_45GDRMzI9pimPQe,258599526725707_2.jpg,Disorder,9
R_45GDRMzI9pimPQe,632733937682417_1.jpg,Neighborhood Wealth,7
R_45GDRMzI9pimPQe,632733937682417_1.jpg,Safety - Daytime Walking,7
R_45GDRMzI9pimPQe,632733937682417_1.jpg,Safety - Nighttime Walking,6
R_45GDRMzI9pimPQe,632733937682417_1.jpg,Disorder,2
R_45GDRMzI9pimPQe,508183423757905_1.jpg,Neighborhood Wealth,2
R_45GDRMzI9pimPQe,508183423757905_1.jpg,Safety - Daytime Walking,3
R_45GDRMzI9pimPQe,508183423757905_1.jpg,Safety - Nighttime Walking,3
R_45GDRMzI9pimPQe,508183423757905_1.jpg,Disorder,7
R_1OhBOF6NckO2bhD,854299488982057_1.jpg,Neighborhood Wealth,2
R_1OhBOF6NckO2bhD,854299488982057_1.jpg,Safety - Daytime Walking,5
R_1OhBOF6NckO2bhD,854299488982057_1.jpg,Safety - Nighttime Walking,3
R_1OhBOF6NckO2bhD,854299488982057_1.jpg,Disorder,6
R_1OhBOF6NckO2bhD,2349554875201796_2.jpg,Neighborhood Wealth,4
R_1OhBOF6NckO2bhD,2349554875201796_2.jpg,Safety - Daytime Walking,6
R_1OhBOF6NckO2bhD,2349554875201796_2.jpg,Safety - Nighttime Walking,3
R_1OhBOF6NckO2bhD,2349554875201796_2.jpg,Disorder,5
R_1OhBOF6NckO2bhD,517531193399390_1.jpg,Neighborhood Wealth,5
R_1OhBOF6NckO2bhD,517531193399390_1.jpg,Safety - Daytime Walking,6
R_1OhBOF6NckO2bhD,517531193399390_1.jpg,Safety - Nighttime Walking,4
R_1OhBOF6NckO2bhD,517531193399390_1.jpg,Disorder,5
R_7yQIcQOWEWfdoZj,810563866511745_1.jpg,Neighborhood Wealth,4
R_7yQIcQOWEWfdoZj,810563866511745_1.jpg,Safety - Daytime Walking,8
R_7yQIcQOWEWfdoZj,810563866511745_1.jpg,Safety - Nighttime Walking,4
R_7yQIcQOWEWfdoZj,810563866511745_1.jpg,Disorder,4
R_7yQIcQOWEWfdoZj,521993808945567_2.jpg,Neighborhood Wealth,4
R_7yQIcQOWEWfdoZj,521993808945567_2.jpg,Safety - Daytime Walking,7
R_7yQIcQOWEWfdoZj,521993808945567_2.jpg,Safety - Nighttime Walking,5
R_7yQIcQOWEWfdoZj,521993808945567_2.jpg,Disorder,4
R_7yQIcQOWEWfdoZj,517218452927725_1.jpg,Neighborhood Wealth,5
R_7yQIcQOWEWfdoZj,517218452927725_1.jpg,Safety - Daytime Walking,7
R_7yQIcQOWEWfdoZj,517218452927725_1.jpg,Safety - Nighttime Walking,5
R_7yQIcQOWEWfdoZj,517218452927725_1.jpg,Disorder,4
R_7yQIcQOWEWfdoZj,737475547859706_2.jpg,Neighborhood Wealth,4
R_7yQIcQOWEWfdoZj,737475547859706_2.jpg,Safety - Daytime Walking,6
R_7yQIcQOWEWfdoZj,737475547859706_2.jpg,Safety - Nighttime Walking,4
R_7yQIcQOWEWfdoZj,737475547859706_2.jpg,Disorder,5
R_6FKDw1173faq1vq,3435709263423547_1.jpg,Neighborhood Wealth,6
R_6FKDw1173faq1vq,3435709263423547_1.jpg,Safety - Daytime Walking,7
R_6FKDw1173faq1vq,3435709263423547_1.jpg,Safety - Nighttime Walking,6
R_6FKDw1173faq1vq,3435709263423547_1.jpg,Disorder,8
R_6FKDw1173faq1vq,742050583143171_2.jpg,Neighborhood Wealth,4
R_6FKDw1173faq1vq,742050583143171_2.jpg,Safety - Daytime Walking,4
R_6FKDw1173faq1vq,742050583143171_2.jpg,Safety - Nighttime Walking,2
R_6FKDw1173faq1vq,742050583143171_2.jpg,Disorder,8
R_6FKDw1173faq1vq,570046564194463_1.jpg,Neighborhood Wealth,4
R_6FKDw1173faq1vq,570046564194463_1.jpg,Safety - Daytime Walking,5
R_6FKDw1173faq1vq,570046564194463_1.jpg,Safety - Nighttime Walking,4
R_6FKDw1173faq1vq,570046564194463_1.jpg,Disorder,7
R_6LwJZ4QmwUqwdOX,939649950130983_2.jpg,Neighborhood Wealth,5
R_6LwJZ4QmwUqwdOX,939649950130983_2.jpg,Safety - Daytime Walking,7
R_6LwJZ4QmwUqwdOX,939649950130983_2.jpg,Safety - Nighttime Walking,5
R_6LwJZ4QmwUqwdOX,939649950130983_2.jpg,Disorder,3
R_6LwJZ4QmwUqwdOX,2247898918737981_1.jpg,Neighborhood Wealth,3
R_6LwJZ4QmwUqwdOX,2247898918737981_1.jpg,Safety - Daytime Walking,4
R_6LwJZ4QmwUqwdOX,2247898918737981_1.jpg,Safety - Nighttime Walking,2
