"sid","gender_3cats","black","white","college","income_below_35k","walk_safety_own","imagepath","image1","imageName","weights","gender","var","value","varLabel","img","gptLabel"
135862,2,1,0,1,1,2,"https://joehigtom.com/Detroit_images/480630273567492_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/480630273567492_1.jpg","480630273567492_1.jpg",0.303273850916305,"Female","nb_image_walksafety_night_d20",10,"Safety - Nighttime Walking","480630273567492_1","Safety - night"
135934,1,1,0,0,1,3,"https://joehigtom.com/Detroit_images/946799776078950_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/946799776078950_1.jpg","946799776078950_1.jpg",1.04411912419286,"Male","nb_image_wealth_rate_d20",NA,"Neighborhood Wealth","946799776078950_1","Wealth"
135934,1,1,0,0,1,3,"https://joehigtom.com/Detroit_images/946799776078950_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/946799776078950_1.jpg","946799776078950_1.jpg",1.04411912419286,"Male","nb_image_tidiness_d20",NA,"Disorder","946799776078950_1","Disorder"
135934,1,1,0,0,1,3,"https://joehigtom.com/Detroit_images/946799776078950_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/946799776078950_1.jpg","946799776078950_1.jpg",1.04411912419286,"Male","nb_image_walksafety_day_d20",NA,"Safety - Daytime Walking","946799776078950_1","Safety - day"
135934,1,1,0,0,1,3,"https://joehigtom.com/Detroit_images/946799776078950_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/946799776078950_1.jpg","946799776078950_1.jpg",1.04411912419286,"Male","nb_image_walksafety_night_d20",NA,"Safety - Nighttime Walking","946799776078950_1","Safety - night"
135967,2,0,0,0,0,2,"https://joehigtom.com/Detroit_images/650181592745832_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/650181592745832_1.jpg","650181592745832_1.jpg",1.20579271935118,"Female","nb_image_wealth_rate_d20",3,"Neighborhood Wealth","650181592745832_1","Wealth"
135967,2,0,0,0,0,2,"https://joehigtom.com/Detroit_images/650181592745832_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/650181592745832_1.jpg","650181592745832_1.jpg",1.20579271935118,"Female","nb_image_tidiness_d20",5,"Disorder","650181592745832_1","Disorder"
135967,2,0,0,0,0,2,"https://joehigtom.com/Detroit_images/650181592745832_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/650181592745832_1.jpg","650181592745832_1.jpg",1.20579271935118,"Female","nb_image_walksafety_day_d20",3,"Safety - Daytime Walking","650181592745832_1","Safety - day"
135967,2,0,0,0,0,2,"https://joehigtom.com/Detroit_images/650181592745832_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/650181592745832_1.jpg","650181592745832_1.jpg",1.20579271935118,"Female","nb_image_walksafety_night_d20",1,"Safety - Nighttime Walking","650181592745832_1","Safety - night"
136015,2,1,0,0,1,2,"https://joehigtom.com/Detroit_images/780342119291654_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/780342119291654_2.jpg","780342119291654_2.jpg",0.373514748822096,"Female","nb_image_wealth_rate_d20",1,"Neighborhood Wealth","780342119291654_2","Wealth"
136015,2,1,0,0,1,2,"https://joehigtom.com/Detroit_images/780342119291654_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/780342119291654_2.jpg","780342119291654_2.jpg",0.373514748822096,"Female","nb_image_tidiness_d20",7,"Disorder","780342119291654_2","Disorder"
136015,2,1,0,0,1,2,"https://joehigtom.com/Detroit_images/780342119291654_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/780342119291654_2.jpg","780342119291654_2.jpg",0.373514748822096,"Female","nb_image_walksafety_day_d20",2,"Safety - Daytime Walking","780342119291654_2","Safety - day"
136015,2,1,0,0,1,2,"https://joehigtom.com/Detroit_images/780342119291654_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/780342119291654_2.jpg","780342119291654_2.jpg",0.373514748822096,"Female","nb_image_walksafety_night_d20",1,"Safety - Nighttime Walking","780342119291654_2","Safety - night"
136042,2,1,0,0,0,3,"https://joehigtom.com/Detroit_images/508260177042388_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/508260177042388_2.jpg","508260177042388_2.jpg",0.411752608988452,"Female","nb_image_wealth_rate_d20",5,"Neighborhood Wealth","508260177042388_2","Wealth"
136042,2,1,0,0,0,3,"https://joehigtom.com/Detroit_images/508260177042388_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/508260177042388_2.jpg","508260177042388_2.jpg",0.411752608988452,"Female","nb_image_tidiness_d20",8,"Disorder","508260177042388_2","Disorder"
136042,2,1,0,0,0,3,"https://joehigtom.com/Detroit_images/508260177042388_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/508260177042388_2.jpg","508260177042388_2.jpg",0.411752608988452,"Female","nb_image_walksafety_day_d20",5,"Safety - Daytime Walking","508260177042388_2","Safety - day"
136042,2,1,0,0,0,3,"https://joehigtom.com/Detroit_images/508260177042388_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/508260177042388_2.jpg","508260177042388_2.jpg",0.411752608988452,"Female","nb_image_walksafety_night_d20",1,"Safety - Nighttime Walking","508260177042388_2","Safety - night"
136066,2,0,0,0,0,2,"https://joehigtom.com/Detroit_images/474231083810079_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/474231083810079_1.jpg","474231083810079_1.jpg",6,"Female","nb_image_wealth_rate_d20",7,"Neighborhood Wealth","474231083810079_1","Wealth"
136066,2,0,0,0,0,2,"https://joehigtom.com/Detroit_images/474231083810079_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/474231083810079_1.jpg","474231083810079_1.jpg",6,"Female","nb_image_tidiness_d20",5,"Disorder","474231083810079_1","Disorder"
136066,2,0,0,0,0,2,"https://joehigtom.com/Detroit_images/474231083810079_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/474231083810079_1.jpg","474231083810079_1.jpg",6,"Female","nb_image_walksafety_day_d20",5,"Safety - Daytime Walking","474231083810079_1","Safety - day"
136066,2,0,0,0,0,2,"https://joehigtom.com/Detroit_images/474231083810079_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/474231083810079_1.jpg","474231083810079_1.jpg",6,"Female","nb_image_walksafety_night_d20",5,"Safety - Nighttime Walking","474231083810079_1","Safety - night"
136195,2,1,0,1,1,3,"https://joehigtom.com/Detroit_images/740967223807826_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/740967223807826_1.jpg","740967223807826_1.jpg",0.554109283541294,"Female","nb_image_wealth_rate_d20",NA,"Neighborhood Wealth","740967223807826_1","Wealth"
136195,2,1,0,1,1,3,"https://joehigtom.com/Detroit_images/740967223807826_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/740967223807826_1.jpg","740967223807826_1.jpg",0.554109283541294,"Female","nb_image_tidiness_d20",NA,"Disorder","740967223807826_1","Disorder"
136195,2,1,0,1,1,3,"https://joehigtom.com/Detroit_images/740967223807826_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/740967223807826_1.jpg","740967223807826_1.jpg",0.554109283541294,"Female","nb_image_walksafety_day_d20",NA,"Safety - Daytime Walking","740967223807826_1","Safety - day"
136195,2,1,0,1,1,3,"https://joehigtom.com/Detroit_images/740967223807826_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/740967223807826_1.jpg","740967223807826_1.jpg",0.554109283541294,"Female","nb_image_walksafety_night_d20",NA,"Safety - Nighttime Walking","740967223807826_1","Safety - night"
136315,1,1,0,1,0,3,"https://joehigtom.com/Detroit_images/411111884116017_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/411111884116017_1.jpg","411111884116017_1.jpg",0.837151086532814,"Male","nb_image_wealth_rate_d20",2,"Neighborhood Wealth","411111884116017_1","Wealth"
136315,1,1,0,1,0,3,"https://joehigtom.com/Detroit_images/411111884116017_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/411111884116017_1.jpg","411111884116017_1.jpg",0.837151086532814,"Male","nb_image_tidiness_d20",7,"Disorder","411111884116017_1","Disorder"
136315,1,1,0,1,0,3,"https://joehigtom.com/Detroit_images/411111884116017_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/411111884116017_1.jpg","411111884116017_1.jpg",0.837151086532814,"Male","nb_image_walksafety_day_d20",5,"Safety - Daytime Walking","411111884116017_1","Safety - day"
136315,1,1,0,1,0,3,"https://joehigtom.com/Detroit_images/411111884116017_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/411111884116017_1.jpg","411111884116017_1.jpg",0.837151086532814,"Male","nb_image_walksafety_night_d20",8,"Safety - Nighttime Walking","411111884116017_1","Safety - night"
136354,2,1,0,0,1,3,"https://joehigtom.com/Detroit_images/319953132834337_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/319953132834337_2.jpg","319953132834337_2.jpg",0.520632497448567,"Female","nb_image_wealth_rate_d20",5,"Neighborhood Wealth","319953132834337_2","Wealth"
136354,2,1,0,0,1,3,"https://joehigtom.com/Detroit_images/319953132834337_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/319953132834337_2.jpg","319953132834337_2.jpg",0.520632497448567,"Female","nb_image_tidiness_d20",3,"Disorder","319953132834337_2","Disorder"
136354,2,1,0,0,1,3,"https://joehigtom.com/Detroit_images/319953132834337_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/319953132834337_2.jpg","319953132834337_2.jpg",0.520632497448567,"Female","nb_image_walksafety_day_d20",8,"Safety - Daytime Walking","319953132834337_2","Safety - day"
136354,2,1,0,0,1,3,"https://joehigtom.com/Detroit_images/319953132834337_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/319953132834337_2.jpg","319953132834337_2.jpg",0.520632497448567,"Female","nb_image_walksafety_night_d20",4,"Safety - Nighttime Walking","319953132834337_2","Safety - night"
136429,2,0,0,1,1,2,"https://joehigtom.com/Detroit_images/306325441095187_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/306325441095187_2.jpg","306325441095187_2.jpg",0.2,"Female","nb_image_wealth_rate_d20",4,"Neighborhood Wealth","306325441095187_2","Wealth"
136429,2,0,0,1,1,2,"https://joehigtom.com/Detroit_images/306325441095187_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/306325441095187_2.jpg","306325441095187_2.jpg",0.2,"Female","nb_image_tidiness_d20",6,"Disorder","306325441095187_2","Disorder"
136429,2,0,0,1,1,2,"https://joehigtom.com/Detroit_images/306325441095187_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/306325441095187_2.jpg","306325441095187_2.jpg",0.2,"Female","nb_image_walksafety_day_d20",7,"Safety - Daytime Walking","306325441095187_2","Safety - day"
136429,2,0,0,1,1,2,"https://joehigtom.com/Detroit_images/306325441095187_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/306325441095187_2.jpg","306325441095187_2.jpg",0.2,"Female","nb_image_walksafety_night_d20",2,"Safety - Nighttime Walking","306325441095187_2","Safety - night"
136444,1,1,0,1,0,3,"https://joehigtom.com/Detroit_images/855649775816153_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/855649775816153_2.jpg","855649775816153_2.jpg",0.652969807366845,"Male","nb_image_wealth_rate_d20",4,"Neighborhood Wealth","855649775816153_2","Wealth"
136444,1,1,0,1,0,3,"https://joehigtom.com/Detroit_images/855649775816153_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/855649775816153_2.jpg","855649775816153_2.jpg",0.652969807366845,"Male","nb_image_tidiness_d20",3,"Disorder","855649775816153_2","Disorder"
136444,1,1,0,1,0,3,"https://joehigtom.com/Detroit_images/855649775816153_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/855649775816153_2.jpg","855649775816153_2.jpg",0.652969807366845,"Male","nb_image_walksafety_day_d20",8,"Safety - Daytime Walking","855649775816153_2","Safety - day"
136444,1,1,0,1,0,3,"https://joehigtom.com/Detroit_images/855649775816153_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/855649775816153_2.jpg","855649775816153_2.jpg",0.652969807366845,"Male","nb_image_walksafety_night_d20",3,"Safety - Nighttime Walking","855649775816153_2","Safety - night"
136480,1,1,0,1,0,NA,"https://joehigtom.com/Detroit_images/508371403645898_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/508371403645898_1.jpg","508371403645898_1.jpg",0.652969807366845,"Male","nb_image_wealth_rate_d20",6,"Neighborhood Wealth","508371403645898_1","Wealth"
136480,1,1,0,1,0,NA,"https://joehigtom.com/Detroit_images/508371403645898_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/508371403645898_1.jpg","508371403645898_1.jpg",0.652969807366845,"Male","nb_image_tidiness_d20",7,"Disorder","508371403645898_1","Disorder"
136480,1,1,0,1,0,NA,"https://joehigtom.com/Detroit_images/508371403645898_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/508371403645898_1.jpg","508371403645898_1.jpg",0.652969807366845,"Male","nb_image_walksafety_day_d20",9,"Safety - Daytime Walking","508371403645898_1","Safety - day"
136480,1,1,0,1,0,NA,"https://joehigtom.com/Detroit_images/508371403645898_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/508371403645898_1.jpg","508371403645898_1.jpg",0.652969807366845,"Male","nb_image_walksafety_night_d20",7,"Safety - Nighttime Walking","508371403645898_1","Safety - night"
136492,2,1,0,0,0,2,"https://joehigtom.com/Detroit_images/338547071019043_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/338547071019043_1.jpg","338547071019043_1.jpg",1.20579271935118,"Female","nb_image_wealth_rate_d20",5,"Neighborhood Wealth","338547071019043_1","Wealth"
136492,2,1,0,0,0,2,"https://joehigtom.com/Detroit_images/338547071019043_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/338547071019043_1.jpg","338547071019043_1.jpg",1.20579271935118,"Female","nb_image_tidiness_d20",6,"Disorder","338547071019043_1","Disorder"
136492,2,1,0,0,0,2,"https://joehigtom.com/Detroit_images/338547071019043_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/338547071019043_1.jpg","338547071019043_1.jpg",1.20579271935118,"Female","nb_image_walksafety_day_d20",5,"Safety - Daytime Walking","338547071019043_1","Safety - day"
136492,2,1,0,0,0,2,"https://joehigtom.com/Detroit_images/338547071019043_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/338547071019043_1.jpg","338547071019043_1.jpg",1.20579271935118,"Female","nb_image_walksafety_night_d20",4,"Safety - Nighttime Walking","338547071019043_1","Safety - night"
136498,2,0,0,0,NA,3,"https://joehigtom.com/Detroit_images/447398030869160_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/447398030869160_1.jpg","447398030869160_1.jpg",0.669762356231341,"Female","nb_image_wealth_rate_d20",NA,"Neighborhood Wealth","447398030869160_1","Wealth"
136498,2,0,0,0,NA,3,"https://joehigtom.com/Detroit_images/447398030869160_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/447398030869160_1.jpg","447398030869160_1.jpg",0.669762356231341,"Female","nb_image_tidiness_d20",NA,"Disorder","447398030869160_1","Disorder"
136498,2,0,0,0,NA,3,"https://joehigtom.com/Detroit_images/447398030869160_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/447398030869160_1.jpg","447398030869160_1.jpg",0.669762356231341,"Female","nb_image_walksafety_day_d20",NA,"Safety - Daytime Walking","447398030869160_1","Safety - day"
136498,2,0,0,0,NA,3,"https://joehigtom.com/Detroit_images/447398030869160_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/447398030869160_1.jpg","447398030869160_1.jpg",0.669762356231341,"Female","nb_image_walksafety_night_d20",NA,"Safety - Nighttime Walking","447398030869160_1","Safety - night"
136525,2,1,0,1,0,2,"https://joehigtom.com/Detroit_images/508371403645898_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/508371403645898_1.jpg","508371403645898_1.jpg",0.537068827104152,"Female","nb_image_wealth_rate_d20",4,"Neighborhood Wealth","508371403645898_1","Wealth"
136525,2,1,0,1,0,2,"https://joehigtom.com/Detroit_images/508371403645898_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/508371403645898_1.jpg","508371403645898_1.jpg",0.537068827104152,"Female","nb_image_tidiness_d20",6,"Disorder","508371403645898_1","Disorder"
136525,2,1,0,1,0,2,"https://joehigtom.com/Detroit_images/508371403645898_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/508371403645898_1.jpg","508371403645898_1.jpg",0.537068827104152,"Female","nb_image_walksafety_day_d20",7,"Safety - Daytime Walking","508371403645898_1","Safety - day"
136525,2,1,0,1,0,2,"https://joehigtom.com/Detroit_images/508371403645898_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/508371403645898_1.jpg","508371403645898_1.jpg",0.537068827104152,"Female","nb_image_walksafety_night_d20",4,"Safety - Nighttime Walking","508371403645898_1","Safety - night"
136531,2,1,0,0,0,2,"https://joehigtom.com/Detroit_images/445604270868011_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/445604270868011_2.jpg","445604270868011_2.jpg",0.959676593655687,"Female","nb_image_wealth_rate_d20",4,"Neighborhood Wealth","445604270868011_2","Wealth"
136531,2,1,0,0,0,2,"https://joehigtom.com/Detroit_images/445604270868011_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/445604270868011_2.jpg","445604270868011_2.jpg",0.959676593655687,"Female","nb_image_tidiness_d20",1,"Disorder","445604270868011_2","Disorder"
136531,2,1,0,0,0,2,"https://joehigtom.com/Detroit_images/445604270868011_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/445604270868011_2.jpg","445604270868011_2.jpg",0.959676593655687,"Female","nb_image_walksafety_day_d20",8,"Safety - Daytime Walking","445604270868011_2","Safety - day"
136531,2,1,0,0,0,2,"https://joehigtom.com/Detroit_images/445604270868011_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/445604270868011_2.jpg","445604270868011_2.jpg",0.959676593655687,"Female","nb_image_walksafety_night_d20",1,"Safety - Nighttime Walking","445604270868011_2","Safety - night"
136549,2,1,0,0,1,2,"https://joehigtom.com/Detroit_images/329580798809724_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/329580798809724_1.jpg","329580798809724_1.jpg",0.36733231435808,"Female","nb_image_wealth_rate_d20",5,"Neighborhood Wealth","329580798809724_1","Wealth"
136549,2,1,0,0,1,2,"https://joehigtom.com/Detroit_images/329580798809724_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/329580798809724_1.jpg","329580798809724_1.jpg",0.36733231435808,"Female","nb_image_tidiness_d20",5,"Disorder","329580798809724_1","Disorder"
136549,2,1,0,0,1,2,"https://joehigtom.com/Detroit_images/329580798809724_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/329580798809724_1.jpg","329580798809724_1.jpg",0.36733231435808,"Female","nb_image_walksafety_day_d20",5,"Safety - Daytime Walking","329580798809724_1","Safety - day"
136549,2,1,0,0,1,2,"https://joehigtom.com/Detroit_images/329580798809724_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/329580798809724_1.jpg","329580798809724_1.jpg",0.36733231435808,"Female","nb_image_walksafety_night_d20",5,"Safety - Nighttime Walking","329580798809724_1","Safety - night"
136561,2,0,0,0,0,2,"https://joehigtom.com/Detroit_images/504627500688265_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/504627500688265_2.jpg","504627500688265_2.jpg",1.35692905751566,"Female","nb_image_wealth_rate_d20",5,"Neighborhood Wealth","504627500688265_2","Wealth"
136561,2,0,0,0,0,2,"https://joehigtom.com/Detroit_images/504627500688265_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/504627500688265_2.jpg","504627500688265_2.jpg",1.35692905751566,"Female","nb_image_tidiness_d20",5,"Disorder","504627500688265_2","Disorder"
136561,2,0,0,0,0,2,"https://joehigtom.com/Detroit_images/504627500688265_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/504627500688265_2.jpg","504627500688265_2.jpg",1.35692905751566,"Female","nb_image_walksafety_day_d20",5,"Safety - Daytime Walking","504627500688265_2","Safety - day"
136561,2,0,0,0,0,2,"https://joehigtom.com/Detroit_images/504627500688265_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/504627500688265_2.jpg","504627500688265_2.jpg",1.35692905751566,"Female","nb_image_walksafety_night_d20",10,"Safety - Nighttime Walking","504627500688265_2","Safety - night"
136570,2,1,0,0,0,2,"https://joehigtom.com/Detroit_images/3013011065654463_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/3013011065654463_2.jpg","3013011065654463_2.jpg",0.596943930078355,"Female","nb_image_wealth_rate_d20",4,"Neighborhood Wealth","3013011065654463_2","Wealth"
136570,2,1,0,0,0,2,"https://joehigtom.com/Detroit_images/3013011065654463_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/3013011065654463_2.jpg","3013011065654463_2.jpg",0.596943930078355,"Female","nb_image_tidiness_d20",7,"Disorder","3013011065654463_2","Disorder"
136570,2,1,0,0,0,2,"https://joehigtom.com/Detroit_images/3013011065654463_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/3013011065654463_2.jpg","3013011065654463_2.jpg",0.596943930078355,"Female","nb_image_walksafety_day_d20",9,"Safety - Daytime Walking","3013011065654463_2","Safety - day"
136570,2,1,0,0,0,2,"https://joehigtom.com/Detroit_images/3013011065654463_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/3013011065654463_2.jpg","3013011065654463_2.jpg",0.596943930078355,"Female","nb_image_walksafety_night_d20",NA,"Safety - Nighttime Walking","3013011065654463_2","Safety - night"
136621,1,1,0,1,1,2,"https://joehigtom.com/Detroit_images/1894508430727856_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/1894508430727856_2.jpg","1894508430727856_2.jpg",0.705116990569625,"Male","nb_image_wealth_rate_d20",5,"Neighborhood Wealth","1894508430727856_2","Wealth"
136621,1,1,0,1,1,2,"https://joehigtom.com/Detroit_images/1894508430727856_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/1894508430727856_2.jpg","1894508430727856_2.jpg",0.705116990569625,"Male","nb_image_tidiness_d20",5,"Disorder","1894508430727856_2","Disorder"
136621,1,1,0,1,1,2,"https://joehigtom.com/Detroit_images/1894508430727856_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/1894508430727856_2.jpg","1894508430727856_2.jpg",0.705116990569625,"Male","nb_image_walksafety_day_d20",8,"Safety - Daytime Walking","1894508430727856_2","Safety - day"
136621,1,1,0,1,1,2,"https://joehigtom.com/Detroit_images/1894508430727856_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/1894508430727856_2.jpg","1894508430727856_2.jpg",0.705116990569625,"Male","nb_image_walksafety_night_d20",7,"Safety - Nighttime Walking","1894508430727856_2","Safety - night"
136642,2,1,0,0,0,3,"https://joehigtom.com/Detroit_images/735866034374916_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/735866034374916_2.jpg","735866034374916_2.jpg",0.897540390854124,"Female","nb_image_wealth_rate_d20",3,"Neighborhood Wealth","735866034374916_2","Wealth"
136642,2,1,0,0,0,3,"https://joehigtom.com/Detroit_images/735866034374916_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/735866034374916_2.jpg","735866034374916_2.jpg",0.897540390854124,"Female","nb_image_tidiness_d20",1,"Disorder","735866034374916_2","Disorder"
136642,2,1,0,0,0,3,"https://joehigtom.com/Detroit_images/735866034374916_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/735866034374916_2.jpg","735866034374916_2.jpg",0.897540390854124,"Female","nb_image_walksafety_day_d20",4,"Safety - Daytime Walking","735866034374916_2","Safety - day"
136642,2,1,0,0,0,3,"https://joehigtom.com/Detroit_images/735866034374916_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/735866034374916_2.jpg","735866034374916_2.jpg",0.897540390854124,"Female","nb_image_walksafety_night_d20",1,"Safety - Nighttime Walking","735866034374916_2","Safety - night"
136645,2,0,1,1,0,2,"https://joehigtom.com/Detroit_images/858191181779110_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/858191181779110_2.jpg","858191181779110_2.jpg",1.05219173907235,"Female","nb_image_wealth_rate_d20",6,"Neighborhood Wealth","858191181779110_2","Wealth"
136645,2,0,1,1,0,2,"https://joehigtom.com/Detroit_images/858191181779110_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/858191181779110_2.jpg","858191181779110_2.jpg",1.05219173907235,"Female","nb_image_tidiness_d20",2,"Disorder","858191181779110_2","Disorder"
136645,2,0,1,1,0,2,"https://joehigtom.com/Detroit_images/858191181779110_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/858191181779110_2.jpg","858191181779110_2.jpg",1.05219173907235,"Female","nb_image_walksafety_day_d20",8,"Safety - Daytime Walking","858191181779110_2","Safety - day"
136645,2,0,1,1,0,2,"https://joehigtom.com/Detroit_images/858191181779110_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/858191181779110_2.jpg","858191181779110_2.jpg",1.05219173907235,"Female","nb_image_walksafety_night_d20",7,"Safety - Nighttime Walking","858191181779110_2","Safety - night"
136672,2,1,0,0,0,1,"https://joehigtom.com/Detroit_images/367240158192389_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/367240158192389_1.jpg","367240158192389_1.jpg",0.607376287174599,"Female","nb_image_wealth_rate_d20",5,"Neighborhood Wealth","367240158192389_1","Wealth"
136672,2,1,0,0,0,1,"https://joehigtom.com/Detroit_images/367240158192389_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/367240158192389_1.jpg","367240158192389_1.jpg",0.607376287174599,"Female","nb_image_tidiness_d20",3,"Disorder","367240158192389_1","Disorder"
136672,2,1,0,0,0,1,"https://joehigtom.com/Detroit_images/367240158192389_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/367240158192389_1.jpg","367240158192389_1.jpg",0.607376287174599,"Female","nb_image_walksafety_day_d20",3,"Safety - Daytime Walking","367240158192389_1","Safety - day"
136672,2,1,0,0,0,1,"https://joehigtom.com/Detroit_images/367240158192389_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/367240158192389_1.jpg","367240158192389_1.jpg",0.607376287174599,"Female","nb_image_walksafety_night_d20",1,"Safety - Nighttime Walking","367240158192389_1","Safety - night"
136690,2,1,0,1,0,1,"https://joehigtom.com/Detroit_images/2917480291882883_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/2917480291882883_2.jpg","2917480291882883_2.jpg",0.390691710245241,"Female","nb_image_wealth_rate_d20",2,"Neighborhood Wealth","2917480291882883_2","Wealth"
136690,2,1,0,1,0,1,"https://joehigtom.com/Detroit_images/2917480291882883_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/2917480291882883_2.jpg","2917480291882883_2.jpg",0.390691710245241,"Female","nb_image_tidiness_d20",5,"Disorder","2917480291882883_2","Disorder"
